"Name","id.review","Text","Neg or Pos","Province","Type"
"Hotel 480",29,"la colazione e in genere l aspetto decadente dell albergo   senza una ristrutturazione  potrebbe essere sufficiente un po  pi  di cura nei particolari  es  colazione sulla terrazza con prodotti freschi e non imbustati  etc  ","Neg","Olbia-Tempio","4-Star"
"Hotel 433",120,"nessun commento  ","Neg","Sassari","Other Facilities"
"Hotel 80",5,"hotel con una vista splendida e dal quale si possono comodamente raggiungere le bellissime spiagge della zona   da putzu idu a is arutas  e i diversi siti archelogici  il vicino cornus e tharros   personale e gentile  attento e professionale  ci torneremo ","Pos","Ogliastra","4-Star"
"Hotel 373",45,"pulizia del bagno  l arredo delle stanze    frigobar poggiato sul pavimento con motore a vista ","Neg","Sassari","Other Facilities"
"Hotel 110",32,"casa mobile classic  confortevole e pulita  le confort sono molto pi  nuove e spaziose  ma costano molto di pi   struttura molto vicina alla spiaggia  che non   la pi  bella della zona ma risulta comodo specialmente a chi ha bambini con s   campeggio tranquillo e silenzioso  se si esclude la serata piano bar che personalmente non ho gradito  termina a mezzanotte  ","Pos","Cagliari","4-Star"
"Hotel 45",556,"non siamo riusciti ad usufruire della wifi gratuita","Neg","Medio Campidano","Other Facilities"
"Hotel 322",26,"parcheggio coperto per la moto","Pos","Olbia-Tempio","4-Star"
"Hotel 221",109,"piccolezze     per un 4 stelle mancavano spazzolino dentifricio e piccolezze in bagno   ","Neg","Ogliastra","3-Star"
"Hotel 571",5,"struttura di recente ristrutturazione elegantemente arredata  facilmente raggiungibile  personale cortese e disponibile  camera confortevole  bagno con eccellenti finiture  frigobar nella hall a completa disposizione degli ospiti ","Pos","Sassari","Other Facilities"
"Hotel 237",475,"beds good  ro clean ","Pos","Cagliari","3-Star"
"Hotel 434",132,"view from room was stunning  location is ideal for a short stay with many restaurants etc all within short walking distance ","Pos","Sassari","4-Star"
"Hotel 362",190,"lo staff   accogliente e gentile  attento alle esigenze  la posizione   ottima  in una zona tranquilla a 5 minuti dal centro e dalle spiagge  colazione super   ","Pos","Olbia-Tempio","3-Star"
"Hotel 369",109,"great location  actually a nice hotel  ambiance and beautiful terrace overlooking the marina  but   ","Pos","Olbia-Tempio","5-Star"
"Hotel 240",80,"facilities are very limited  even no tables boards in room  you have to put your clothes and things on the floor ","Neg","Nuoro","4-Star"
"Hotel 84",68,"la colazione   un po  misera e la vista sul centro commerciale non   il massimo le tariffe standard sono troppo elevate ma   possibile usufruire di promozioni davvero convenienti ","Neg","Cagliari","3-Star"
"Hotel 478",167,"4 bedroom apartment was really spaceous","Pos","Olbia-Tempio","4-Star"
"Hotel 349",54,"posizione fantastica","Pos","Olbia-Tempio","3-Star"
"Hotel 600",24,"per chi arriva in auto   difficoltoso trovare parcheggio  la doccia un pochino vecchia ","Neg","Sassari","2-Star"
"Hotel 590",72,"siamo appena tornati da un soggiorno di cinque notti  avevo prenotato una junior suite invece al nostro arrivo ci   stata assegnata una suite   che dire   doriana e enzo  ma tutto lo staff sono professionali  cortesi  disponibili e ti fanno sentire a casa  pulizia ottima e colazione ricca  gustosa con prodotti freschi e genuini  la giornata in gommone  e che gommone    alla scoperta dell arcipelago della maddalena bellissima  enzo ti porta in calette fantastiche e ti spiega tutto con dovizia di particolari  come ha fatto quando abbiamo noleggiato il motorino e ci ha segnato sulla cartina tutte le calette da visitare  caprera compresa e anche quelle dove andare quando si   alzato il maestrale   pranzo a bordo e merenda in caletta fantastici  ti senti tra amici     consigliato  consigliato  consigliato  alessandra e fabio da roma","Pos","Olbia-Tempio","4-Star"
"Hotel 480",71,"la posizione","Pos","Olbia-Tempio","4-Star"
"Hotel 58",165,"soggiorno con la famiglia molto piacevole  il parco   un esperienza che consiglio  numerosi i servizi offerti ","Pos","Cagliari","4-Star"
"Hotel 179",4,"carente la manutenzione degli scuri  a colazione   stata servita per 5 gg la stessa torta confezionata fino alla consumazione dell ultima fetta  letto e cuscino molto duri  quasi tutti hanno ormai materassi memory e scelta di due tipi di cuscini ","Neg","Ogliastra","3-Star"
"Hotel 166",35,"mi   piaciuto tutto  gentilezza in primis e poi famiglia fantastica anche se la pi  bella di tutti era la buffissima e simpaticissima anna      semplici e splendide persone  e  stato un onore ed un piacere stare qui oltre al fatto che la zona offre mare e montagna a 2 passi per cui c   l imbarazzo della scelta  struttura ben organizzata e poi quelle torte fatte in casa per colazione    grazie  solamente grazie  consigliato vivamente","Pos","Cagliari","4-Star"
"Hotel 170",64,"got upgraded to room with balcony and sea view and enjoyed both very much  rooms clean  spacious and comfortable  very nice breakfast on the terrace","Pos","Oristano","4-Star"
"Hotel 23",57,"fabulous location","Pos","Cagliari","3-Star"
"Hotel 192",134,"aircon was good but a bit noisy ","Neg","Oristano","4-Star"
"Hotel 63",30,"il bagno era sciatto e lo sciacquone non funzionava e quando lo abbiamo segnalato alle tre del mattino  al momento del pagamento nessuno sconto      di sicuro non ci torneremo pi ","Neg","Cagliari","3-Star"
"Hotel 578",77,"excellent rooms  great service  very good restaurant","Pos","Olbia-Tempio","Other Facilities"
"Hotel 205",118,"la stanza la location e il mare t","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 54",88,"very helpful staff  all rooms had an external entrance door  no corridors  ","Pos","Ogliastra","3-Star"
"Hotel 518",42,"tutto ok","Pos","Olbia-Tempio","3-Star"
"Hotel 395",5,"posto bellissimo vicino a tanti luoghi da visitare sia storici che naturalistici il personale e  piu  che gentile e disponibile e abbiamo mangiato enormi quantita  di cibo buonissimo lo consiglio assolutamente ","Pos","Sassari","3-Star"
"Hotel 389",93,"posizione","Pos","Sassari","3-Star"
"Hotel 572",11,"location molto bella  stanza essenziale ma confortevole e colazione ottima","Pos","Sassari","4-Star"
"Hotel 90",40,"unica pecca  non c era il frigo  ","Neg","Ogliastra","3-Star"
"Hotel 614",317,"la posizione    molto vicino al centro storico per muoversi a piedi","Pos","Olbia-Tempio","4-Star"
"Hotel 294",28,"camera ampia e confortevole  bellissima vista mare  il personale gentile e disponibile ","Pos","Ogliastra","Other Facilities"
"Hotel 325",3,"magari un servizio bar  anche in orari limitati  per piccoli spuntini   aperitivi","Neg","Nuoro","3-Star"
"Hotel 287",135,"ottimo parcheggio moto","Pos","Cagliari","3-Star"
"Hotel 545",879,"wwwwwwwwiola","Pos","Olbia-Tempio","3-Star"
"Hotel 150",39,"ho trovato eccezionale il ristorante  corallo  situato all interno dell hotel il ristorante   gestito da sergio un signore molto disponibile e gentilissimo inoltre il cibo   di prima qualit    il pesce viene pescato giornalmente e la verdura   biologica  vi consiglio assolutamente di fare almeno una cena   anche perch  il men  con antipasto primo secondo e dolce costa solo 25 euro    ","Pos","Cagliari","Other Facilities"
"Hotel 439",127,"tutto perfetto","Pos","Olbia-Tempio","4-Star"
"Hotel 498",18,"per il prezzo richiesto mi aspetterei pi  attenzione alla colazione  pi  torte fatte in casa che brioche congelate ","Neg","Olbia-Tempio","4-Star"
"Hotel 145",29,"il personale molto gentile e cordiale  sono venuti a prenderci alla spiaggia la pelosa con macchina privata perch  eravamo fuori orario dal servizio navetta  colazione a buffet ottima e abbondante  camere pulite nuove e con bella vista","Pos","Cagliari","3-Star"
"Hotel 297",168,"aspetto retro    sembrava di fare un tuffo negli anni  50 ","Neg","Cagliari","3-Star"
"Hotel 431",138,"lo staff all accoglienza   stato divertente durante il check in       la colazione ottima e abbondante      la posizione della struttura ottima ad un passo dalla circonvallazione e dal centro      parcheggio per le nostre moto gratuito e al coperto      sicurezza al top con telecamere un po dappertutto         che dire       complimenti","Pos","Olbia-Tempio","3-Star"
"Hotel 379",29,"posizione  parcheggio  giardino","Pos","Olbia-Tempio","4-Star"
"Hotel 37",54,"prodotti di qualit  e del territorio ricotta squisita  presenza di un angolo con frutta fresca e secca  latte di soia ecc   ","Pos","Oristano","3-Star"
"Hotel 205",72,"la posizione vicinissima al mare  cucina ottima in qualit  e quantit   staff professionale preparato e simpatico  un saluto affettuoso al bagnino andrea che non siamo riuscite a salutare alla partenza ","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 290",186,"very friendly hotel and the staff couldn t do enough to help  highly recommended","Pos","Cagliari","Other Facilities"
"Hotel 58",176,"il cibo sia a colazione che a cena era pi  da mensa aziendale che non da 4 stelle e questo   veramente uno smacco incredidile per il resort      per colazione avevano solo una macchina tostapane quindi c era da fare una lunga coda  frutta solo mele e pere se volevi qualche pesca dovevi arrivare presto  inoltre cosa molto antipatica dovevi attendere che finissero altre persone per poterti sedere  in un 4 stelle non   ammissibile   poca disponibilit  di lettini in spiaggia ed in piscina per un resort cosi grande ","Neg","Cagliari","4-Star"
"Hotel 537",80,"camere datate e non all altezza di in albergo 5 stelle  staff ristorante ginepri indossavano una maglietta grigia a maniche lunghe sicuramente non adatte per il clima  sicuramente meglio magliette bianche  hi fi migliorabile  troppa labiorosa la connessione che doveva essere ripetuta pi  volte al giorno","Neg","Sassari","4-Star"
"Hotel 237",411,"accessibilty from autostrada  comfortable room ","Pos","Cagliari","3-Star"
"Hotel 545",1730,"food  dinner  was very bad","Neg","Olbia-Tempio","3-Star"
"Hotel 517",58,"migliorerei menu ristorante    un po riduttivo","Neg","Olbia-Tempio","3-Star"
"Hotel 510",61,"right in the center of the old part of town  on the first floor of the convent connected to the san francisco church  the room itself was basic  but clean  quiet  and comfortable  the good  extended  continental breakfast was served in a room off of the cloister  in the summer you can eat on the balcony  the staff was great  francesco had an excellent suggestion for a day hike on punta del giglio  a great place from which to enjoy alghero  even in february  ","Pos","Olbia-Tempio","3-Star"
"Hotel 197",23,"men  della cena  poco vario","Neg","Cagliari","3-Star"
"Hotel 169",66,"bar beer prices  outrageous ","Neg","Nuoro","Other Facilities"
"Hotel 521",40,"nothing","Neg","Olbia-Tempio","4-Star"
"Hotel 288",90,"assenza di un bar ","Neg","Medio Campidano","3-Star"
"Hotel 208",11,"nothing comes to mind ","Neg","Ogliastra","4-Star"
"Hotel 606",35,"cool in mountains  needed jacket but it was may  place was great  ","Neg","Olbia-Tempio","3-Star"
"Hotel 290",135,"posizione della struttura e cortesia del persinale ","Pos","Cagliari","Other Facilities"
"Hotel 545",985,"niente","Neg","Olbia-Tempio","3-Star"
"Hotel 18",56,"the personnel is very friendly and helpful at all time  we had dinner twice and we can assure you that the dishes were super tasty   the breakfast is also delicious  we also made a walk through the vine yard  this agriturismo is very much recommended  we had our best stay here while travelling in sardegna ","Pos","Nuoro","4-Star"
"Hotel 359",20,"colazione sufficiente  sia italiana con la presenza di prodotti da forno come i croissant e pasticceria classica che internazionale con qualche prodotto salato come i formaggi o affettati  caff  ottimo e una discreta scelta di bevande quali succhi di frutta  posizione dell hotel nel centro della citt  ","Pos","Sassari","Other Facilities"
"Hotel 3",55,"la poca attenzione alle esigenze dei clienti","Neg","Sassari","3-Star"
"Hotel 55",89,"nulla ","Neg","Carbonia-Iglesias","Other Facilities"
"Hotel 435",83,"la posizione centrale e camera sul mare e la vicinanza di ottimi ristoranti ","Pos","Sassari","Other Facilities"
"Hotel 187",40,"not enough staff during breakfast causing many uncleaned tables on the terrace  closest village is bari sardi which did not make a nice impression ","Neg","Carbonia-Iglesias","3-Star"
"Hotel 371",76,"nothing","Neg","Nuoro","Other Facilities"
"Hotel 225",10,"lovely  big room with a large balcony  big bed and fantastic bathroom  very clean ","Pos","Cagliari","3-Star"
"Hotel 201",388,"very friendly and helpful staff  nothing was too much trouble   very convenient location on the dockside opposite the ferry berth   lovely outdoor eating area  and a sunbathing   relaxation area on the top floor ","Pos","Cagliari","Other Facilities"
"Hotel 101",106,"very helpful lady at reception desk ","Pos","Oristano","3-Star"
"Hotel 25",9,"very good location  parasol and sun loungers on the beach included in price ","Pos","Cagliari","3-Star"
